OTUID	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	FullTaxonomy	LeafTaxa	superkingdom	phylum	class	kingdom	order	family	genus	species	subclass	subphylum	tribe	varietas	subfamily	superorder	subtribe	subgenus
c627978680734e8663d7f5151807a7dc	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Fistulifera	Fistulifera	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Fistulifera; Fistulifera	Fistulifera	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Naviculaceae	Fistulifera	NA	NA	NA	NA	NA	NA	NA	NA	NA
136cc99e50c57381611838eb6417b4f2	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Sellaphora	Sellaphora pupula	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Sellaphora; Sellaphora pupula	Sellaphora pupula	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Sellaphoraceae	Sellaphora	Sellaphora pupula	NA	NA	NA	NA	NA	NA	NA	NA
dd7263f64fd5e4224f6fc81f09b6df52	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21f9c6474d51b7cd971a5d8f539e230e	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
abe74f24b906773abe6a55c967024e2f	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Ambiguous_taxa; Ambiguous_taxa	Bacillariophyceae	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86b0a107c22b83db9eeb4c8eefaa486f	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Ambiguous_taxa; Ambiguous_taxa	Bacillariophyceae	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cf462bae0c4cc2abe7ced1d047fb72ed	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
a582a5d041586558d0ced6382ac13906	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorophyceae; Ambiguous_taxa; Ambiguous_taxa	Chlorophyceae	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6e8ffca943c5ca453c78628ac8d8c9bd	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
61861c72a12091a29c7ca2f1b2702f1b	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Cymbella	Cymbella	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Cymbella; Cymbella	Cymbella	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Cymbellales	Cymbellaceae	Cymbella	NA	NA	NA	NA	NA	NA	NA	NA	NA
de0595f8cdeac3635ba5f46ff996d2c8	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Achnanthidium	Achnanthidium	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Achnanthidium; Achnanthidium	Achnanthidium	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Cocconeidales	Achnanthidiaceae	Achnanthidium	NA	NA	NA	NA	NA	NA	NA	NA	NA
90e17ed77b2325066437e7936692ffd7	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Trebouxiophyceae	Spongiococcum	Spongiococcum tetrasporum	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Trebouxiophyceae; Spongiococcum; Spongiococcum tetrasporum	Spongiococcum tetrasporum	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chlamydomonadales	Chlorococcaceae	Spongiococcum	Spongiococcum tetrasporum	NA	NA	NA	NA	NA	NA	NA	NA
ad07d62598edc0d54ae4629cb07f02be	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Pinnularia	Caloneis amphisbaena	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Pinnularia; Caloneis amphisbaena	Caloneis amphisbaena	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Naviculaceae	Caloneis	Caloneis amphisbaena	NA	NA	NA	NA	NA	NA	NA	NA
74c7c9c709281b668d4caf6671eba06b	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Oedogoniales	Oedogonium	Oedogonium howardii	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Oedogoniales; Oedogonium; Oedogonium howardii	Oedogonium howardii	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Oedogoniales	Oedogoniaceae	Oedogonium	Oedogonium howardii	NA	NA	NA	NA	NA	NA	NA	NA
785a529d47976db8fcc979875c636860	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Sellaphora	Eolimna minima	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Sellaphora; Eolimna minima	Eolimna minima	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Naviculaceae	Eolimna	Eolimna minima	NA	NA	NA	NA	NA	NA	NA	NA
4e8e93d7a5d839aa500c66b200352c27	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysocapsales	Hydrurus	Hydrurus	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysocapsales; Hydrurus; Hydrurus	Hydrurus	Eukaryota	NA	Chrysophyceae	NA	Hydrurales	Hydruraceae	Hydrurus	NA	NA	NA	NA	NA	NA	NA	NA	NA
ee756bc094649ec0ed2eb377b462facf	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Ambiguous_taxa; Ambiguous_taxa	Bacillariophyceae	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
e1fbfbe4fb1a553c030a124e73520949	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Sellaphora	Sellaphora auldreekie	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Sellaphora; Sellaphora auldreekie	Sellaphora auldreekie	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Sellaphoraceae	Sellaphora	Sellaphora auldreekie	NA	NA	NA	NA	NA	NA	NA	NA
d27473680e4c64884b27f79d7ee231cb	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Klebsormidiales	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Klebsormidiales; Ambiguous_taxa; Ambiguous_taxa	Klebsormidiales	Eukaryota	Streptophyta	Klebsormidiophyceae	Viridiplantae	Klebsormidiales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dbdfcd67a67a02f714c740a6d26d8c65	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Sellaphora	Eolimna minima	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Sellaphora; Eolimna minima	Eolimna minima	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Naviculaceae	Eolimna	Eolimna minima	NA	NA	NA	NA	NA	NA	NA	NA
c17ec846c03d0ba66bf191db590b5a90	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Sellaphora	Sellaphora pupula	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Sellaphora; Sellaphora pupula	Sellaphora pupula	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Sellaphoraceae	Sellaphora	Sellaphora pupula	NA	NA	NA	NA	NA	NA	NA	NA
d711a8c4cdbef6019d7fde1d7299933e	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Sellaphora	Sellaphora pupula	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Sellaphora; Sellaphora pupula	Sellaphora pupula	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Sellaphoraceae	Sellaphora	Sellaphora pupula	NA	NA	NA	NA	NA	NA	NA	NA
15af16a5465151d11b40bfca9b92df2a	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophytina	Bacillariophyceae	Bacillariophyceae	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophytina; Bacillariophyceae; Bacillariophyceae	Bacillariophyceae	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2eabf048d953fdd950a61b84fedab6fa	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophytina	Bacillariophyceae	Bacillariophyceae	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophytina; Bacillariophyceae; Bacillariophyceae	Bacillariophyceae	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
e5fabb8a95ecb15741d98a97ad05a4cb	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chromulinales	Chrysochaete	Chrysochaete britannica	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chromulinales; Chrysochaete; Chrysochaete britannica	Chrysochaete britannica	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chrysocapsaceae	Chrysochaete	Chrysochaete britannica	NA	NA	NA	NA	NA	NA	NA	NA
c46a390981067d351b2d2fa67b8bb2d6	Eukaryota	SAR	Stramenopiles	Ochrophyta	Mediophyceae	Thalassiosira	Conticribra weissflogiopsis	Eukaryota; SAR; Stramenopiles; Ochrophyta; Mediophyceae; Thalassiosira; Conticribra weissflogiopsis	Conticribra weissflogiopsis	Eukaryota	Bacillariophyta	Coscinodiscophyceae	NA	Thalassiosirales	Thalassiosiraceae	Conticribra	Conticribra weissflogiopsis	Thalassiosirophycidae	NA	NA	NA	NA	NA	NA	NA
29a92a9100afb4b5ac6af22eca03aeef	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
a69d3d040107018297d7a98cc60a61b2	Eukaryota	SAR	Stramenopiles	Ochrophyta	Fragilariales	Ulnaria	Ulnaria	Eukaryota; SAR; Stramenopiles; Ochrophyta; Fragilariales; Ulnaria; Ulnaria	Ulnaria	Eukaryota	Bacillariophyta	Fragilariophyceae	NA	Licmophorales	Ulnariaceae	Ulnaria	NA	Fragilariophycidae	NA	NA	NA	NA	NA	NA	NA
8683d4aed4daf85ff486b09b1ef9f959	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Achnanthidium	Achnanthidium	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Achnanthidium; Achnanthidium	Achnanthidium	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Cocconeidales	Achnanthidiaceae	Achnanthidium	NA	NA	NA	NA	NA	NA	NA	NA	NA
e4eda1e6821707177c1223b4d64910c4	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophytina	Bacillariophyceae	Bacillariophyceae	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophytina; Bacillariophyceae; Bacillariophyceae	Bacillariophyceae	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
e180c7f01a2f2adc5eb2b5a659f5c654	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Nitzschia	Nitzschia	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Nitzschia; Nitzschia	Nitzschia	Eukaryota	Platyhelminthes	Monogenea	Metazoa	Capsalidea	Capsalidae	Nitzschia	NA	Monopisthocotylea	NA	NA	NA	NA	NA	NA	NA
827130582b9892bed554cecb87d3d494	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Cocconeis	Cocconeis pediculus	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Cocconeis; Cocconeis pediculus	Cocconeis pediculus	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Cocconeidales	Cocconeidaceae	Cocconeis	Cocconeis pediculus	NA	NA	NA	NA	NA	NA	NA	NA
948af42e663f97bf2124bfc084a827a3	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47b0afd1d152c2286112efa4edf9f348	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Navicula	Navicula	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Navicula; Navicula	Navicula	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Naviculaceae	Navicula	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b2b2b3a59b9346e3c1bb6a19a72e9df	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Ulvophyceae	Graesiella	Graesiella emersonii	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ulvophyceae; Graesiella; Graesiella emersonii	Graesiella emersonii	Eukaryota	Chlorophyta	Trebouxiophyceae	Viridiplantae	Chlorellales	Chlorellaceae	Graesiella	Graesiella emersonii	NA	NA	NA	NA	NA	NA	NA	NA
91db98e97d8ef1b9c3a28480bc03f3ba	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Pseudo-nitzschia	Pseudo-nitzschia turgidula	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Pseudo-nitzschia; Pseudo-nitzschia turgidula	Pseudo-nitzschia turgidula	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia turgidula	NA	NA	NA	NA	NA	NA	NA	NA
f57376b9b2c24bea5e1a7fdabc7c3dd2	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
a81d8b8f7a4041dc36e5bff8a050fb87	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophytina	Bacillariophyceae	Bacillariophyceae	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophytina; Bacillariophyceae; Bacillariophyceae	Bacillariophyceae	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c2ccb5ce1c3a54a5d45dcec3715c30a8	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2300f646f82e50351ddffff0a1f5c802	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
70292f8cad29edf65ed5c31e546b56b0	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
e4bcfe294fd46ff10e2b093bc61560d3	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Amphora	Amphora marina	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Amphora; Amphora marina	Amphora marina	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Thalassiophysales	Catenulaceae	Amphora	Amphora marina	NA	NA	NA	NA	NA	NA	NA	NA
0782abb98f27c9dbd929dba3db8279f4	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Nitzschia	Nitzschia	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Nitzschia; Nitzschia	Nitzschia	Eukaryota	Platyhelminthes	Monogenea	Metazoa	Capsalidea	Capsalidae	Nitzschia	NA	Monopisthocotylea	NA	NA	NA	NA	NA	NA	NA
e0470397cac4f01b54ba273c1cb3b296	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Nitzschia	Nitzschia	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Nitzschia; Nitzschia	Nitzschia	Eukaryota	Platyhelminthes	Monogenea	Metazoa	Capsalidea	Capsalidae	Nitzschia	NA	Monopisthocotylea	NA	NA	NA	NA	NA	NA	NA
e5604be1fe0dcc0de146c48cbe372784	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorophyceae	Neochloris	Neochloris	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorophyceae; Neochloris; Neochloris	Neochloris	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Sphaeropleales	Neochloridaceae	Neochloris	NA	NA	NA	NA	NA	NA	NA	NA	NA
4c412b8989db3e5d07d91c7d9cb69013	Eukaryota	SAR	Stramenopiles	Ochrophyta	Diatomea	Coscinodiscophytina	Paralia sol	Eukaryota; SAR; Stramenopiles; Ochrophyta; Diatomea; Coscinodiscophytina; Paralia sol	Paralia sol	Eukaryota	Bacillariophyta	Coscinodiscophyceae	NA	Paraliales	Paraliaceae	Paralia	Paralia sol	Coscinodiscophycidae	NA	NA	NA	NA	NA	NA	NA
fe41e72cc40834fd283e9ef05d00c2f6	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Navicula	Navicula	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Navicula; Navicula	Navicula	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Naviculaceae	Navicula	NA	NA	NA	NA	NA	NA	NA	NA	NA
4e6b96a9007f702f311ed5fa42503ad8	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Nitzschia	Nitzschia	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Nitzschia; Nitzschia	Nitzschia	Eukaryota	Platyhelminthes	Monogenea	Metazoa	Capsalidea	Capsalidae	Nitzschia	NA	Monopisthocotylea	NA	NA	NA	NA	NA	NA	NA
cdc4c010a20400021a05fdb5f300cabd	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Epipyxis	Epipyxis aureus	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Epipyxis; Epipyxis aureus	Epipyxis aureus	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Dinobryaceae	Epipyxis	Epipyxis aureus	NA	NA	NA	NA	NA	NA	NA	NA
306c14412aac4a8d490410620e02b40e	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; uncultured eukaryote; uncultured; uncultured	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d37275f758709341f2dc1a6bde05ba96	Eukaryota	SAR	Stramenopiles	Ochrophyta	Fragilariales	Staurosira	Synedra berolinensis	Eukaryota; SAR; Stramenopiles; Ochrophyta; Fragilariales; Staurosira; Synedra berolinensis	Synedra berolinensis	Eukaryota	Bacillariophyta	Fragilariophyceae	NA	Fragilariales	Fragilariaceae	Synedra	Synedra berolinensis	Fragilariophycidae	NA	NA	NA	NA	NA	NA	NA
187430f31eebf66c6e72b0d46634da4d	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlamydomonadales	Pandorina	Pandorina morum	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlamydomonadales; Pandorina; Pandorina morum	Pandorina morum	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chlamydomonadales	Volvocaceae	Pandorina	Pandorina morum	NA	NA	NA	NA	NA	NA	NA	NA
f02fb7e92691c6d8bd3ca9d5470a7a13	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Eunotia	Eunotia	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Eunotia; Eunotia	Eunotia	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Eunotiales	Eunotiaceae	Eunotia	NA	NA	NA	NA	NA	NA	NA	NA	NA
8c96a3268827f967a5554009623d455a	Eukaryota	SAR	Stramenopiles	Ochrophyta	Diatomea	Coscinodiscophytina	Paralia sol	Eukaryota; SAR; Stramenopiles; Ochrophyta; Diatomea; Coscinodiscophytina; Paralia sol	Paralia sol	Eukaryota	Bacillariophyta	Coscinodiscophyceae	NA	Paraliales	Paraliaceae	Paralia	Paralia sol	Coscinodiscophycidae	NA	NA	NA	NA	NA	NA	NA
8ea867e96d4dfe9fc1c65a5ad5313348	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
57f01594b1bcd8f85e6d6d1f2827feb5	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Gomphonema	Gomphonema	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Gomphonema; Gomphonema	Gomphonema	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Cymbellales	Gomphonemataceae	Gomphonema	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ebd88963baae57c4ee94414d40e298c	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chaetopeltidales	Dicranochaete	Dicranochaete	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chaetopeltidales; Dicranochaete; Dicranochaete	Dicranochaete	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chaetopeltidales	Chaetopeltidaceae	Dicranochaete	NA	NA	NA	NA	NA	NA	NA	NA	NA
ba45c2ef7aa20859a5deea0814659c63	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Paraphysomonas	Paraphysomonas	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Paraphysomonas; Paraphysomonas	Paraphysomonas	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Paraphysomonadaceae	Paraphysomonas	NA	NA	NA	NA	NA	NA	NA	NA	NA
2beb43652281e4df48d0d0077bafba2d	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
54658af058ce9c376e6cdd4213d50f78	Eukaryota	SAR	Stramenopiles	Ochrophyta	Tribonematales	Tribonema	Tribonema aequale	Eukaryota; SAR; Stramenopiles; Ochrophyta; Tribonematales; Tribonema; Tribonema aequale	Tribonema aequale	Eukaryota	NA	Xanthophyceae	NA	Tribonematales	Tribonemataceae	Tribonema	Tribonema aequale	NA	NA	NA	NA	NA	NA	NA	NA
23cff381b2297c5c449c7db18f402ed2	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Cymbella	Cymbella	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Cymbella; Cymbella	Cymbella	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Cymbellales	Cymbellaceae	Cymbella	NA	NA	NA	NA	NA	NA	NA	NA	NA
13017658ac16da132703c3a87eb03d32	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
df38c2d3a579641b826a35696c1de5d1	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Ambiguous_taxa; Ambiguous_taxa	Bacillariophyceae	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29d9692707046fd2a6ca07af8d64ea7f	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysocapsales	Hydrurus	Hydrurus	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysocapsales; Hydrurus; Hydrurus	Hydrurus	Eukaryota	NA	Chrysophyceae	NA	Hydrurales	Hydruraceae	Hydrurus	NA	NA	NA	NA	NA	NA	NA	NA	NA
8d56ba058575aba07a9539161049b908	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Sphaeropleales	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Sphaeropleales; Ambiguous_taxa; Ambiguous_taxa	Sphaeropleales	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Sphaeropleales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
